KY_DANG_HOC,TUOI,GIOI_TINH,DOI_TUONG_HOC,KHAC_NGANH_YN,MA_KHOI_NGANH_DA_TN,DIEM_TB_TICH_LUY,SO_LAN_DANG_NHAP,QUI_MO_LOP_HOC,TY_LE_DROP_OUT_KY_TRUOC,MAU
6,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
6,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
6,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
6,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
6,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,VANG
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,VANG
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,VANG
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,VANG
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,VANG
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,VANG
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,VANG
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,VANG
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,VANG
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,VANG
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,VANG
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,VANG
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,VANG
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,VANG
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,VANG
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,34,0.294117647,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,34,0.294117647,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,54,0,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,54,0,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,54,0,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,XANH
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,54,0,VANG
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,VANG
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,VANG
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,54,0,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,54,0,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,54,0,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,DO
7,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,54,0,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,VANG
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,VANG
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,VANG
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
1,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,VANG
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,VANG
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,VANG
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
2,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,VANG
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,VANG
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,VANG
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
3,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,VANG
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,VANG
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,VANG
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
4,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,XANH
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,XANH
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,VANG
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,VANG
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,VANG
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.4,3,44,0.227272727,DO
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
5,34,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,3,44,0.227272727,DO
1,27,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,6.2,1,54,0,XANH
1,27,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.5,1,54,0,XANH
1,27,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,2.571428571,1,54,0,XANH
1,27,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,0,1,54,0,XANH
1,27,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,6.2,1,54,0,XANH
1,27,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,4.5,1,54,0,XANH
1,27,NAM,VAN_BANG_HAI,Y,KHOA_HOC_TU_NHIEN,2.571428571,1,54,0,XANH
